D3C,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N
2001-01-01,8,Mesorregião Geográfica,24,Cabeças,2486735.0,3501,São José do Rio Preto - SP,105,Efetivo dos rebanhos,2001-01-01,2001-01-01,2670,Bovino
2002-01-01,8,Mesorregião Geográfica,24,Cabeças,2550152.0,3501,São José do Rio Preto - SP,105,Efetivo dos rebanhos,2002-01-01,2002-01-01,2670,Bovino
2003-01-01,8,Mesorregião Geográfica,24,Cabeças,2576122.0,3501,São José do Rio Preto - SP,105,Efetivo dos rebanhos,2003-01-01,2003-01-01,2670,Bovino
2004-01-01,8,Mesorregião Geográfica,24,Cabeças,2470421.0,3501,São José do Rio Preto - SP,105,Efetivo dos rebanhos,2004-01-01,2004-01-01,2670,Bovino
2005-01-01,8,Mesorregião Geográfica,24,Cabeças,2398279.0,3501,São José do Rio Preto - SP,105,Efetivo dos rebanhos,2005-01-01,2005-01-01,2670,Bovino
2006-01-01,8,Mesorregião Geográfica,24,Cabeças,2225886.0,3501,São José do Rio Preto - SP,105,Efetivo dos rebanhos,2006-01-01,2006-01-01,2670,Bovino
2007-01-01,8,Mesorregião Geográfica,24,Cabeças,2044620.0,3501,São José do Rio Preto - SP,105,Efetivo dos rebanhos,2007-01-01,2007-01-01,2670,Bovino
2008-01-01,8,Mesorregião Geográfica,24,Cabeças,1947313.0,3501,São José do Rio Preto - SP,105,Efetivo dos rebanhos,2008-01-01,2008-01-01,2670,Bovino
2009-01-01,8,Mesorregião Geográfica,24,Cabeças,1990518.0,3501,São José do Rio Preto - SP,105,Efetivo dos rebanhos,2009-01-01,2009-01-01,2670,Bovino
2010-01-01,8,Mesorregião Geográfica,24,Cabeças,1897514.0,3501,São José do Rio Preto - SP,105,Efetivo dos rebanhos,2010-01-01,2010-01-01,2670,Bovino
2011-01-01,8,Mesorregião Geográfica,24,Cabeças,1816102.0,3501,São José do Rio Preto - SP,105,Efetivo dos rebanhos,2011-01-01,2011-01-01,2670,Bovino
2012-01-01,8,Mesorregião Geográfica,24,Cabeças,1708359.0,3501,São José do Rio Preto - SP,105,Efetivo dos rebanhos,2012-01-01,2012-01-01,2670,Bovino
2013-01-01,8,Mesorregião Geográfica,24,Cabeças,1646363.0,3501,São José do Rio Preto - SP,105,Efetivo dos rebanhos,2013-01-01,2013-01-01,2670,Bovino
2014-01-01,8,Mesorregião Geográfica,24,Cabeças,1694738.0,3501,São José do Rio Preto - SP,105,Efetivo dos rebanhos,2014-01-01,2014-01-01,2670,Bovino
2015-01-01,8,Mesorregião Geográfica,24,Cabeças,1761007.0,3501,São José do Rio Preto - SP,105,Efetivo dos rebanhos,2015-01-01,2015-01-01,2670,Bovino
2016-01-01,8,Mesorregião Geográfica,24,Cabeças,1910071.0,3501,São José do Rio Preto - SP,105,Efetivo dos rebanhos,2016-01-01,2016-01-01,2670,Bovino
2017-01-01,8,Mesorregião Geográfica,24,Cabeças,1916294.0,3501,São José do Rio Preto - SP,105,Efetivo dos rebanhos,2017-01-01,2017-01-01,2670,Bovino
2018-01-01,8,Mesorregião Geográfica,24,Cabeças,1820018.0,3501,São José do Rio Preto - SP,105,Efetivo dos rebanhos,2018-01-01,2018-01-01,2670,Bovino
2019-01-01,8,Mesorregião Geográfica,24,Cabeças,1808740.0,3501,São José do Rio Preto - SP,105,Efetivo dos rebanhos,2019-01-01,2019-01-01,2670,Bovino
2020-01-01,8,Mesorregião Geográfica,24,Cabeças,1834965.0,3501,São José do Rio Preto - SP,105,Efetivo dos rebanhos,2020-01-01,2020-01-01,2670,Bovino
2021-01-01,8,Mesorregião Geográfica,24,Cabeças,1842619.0,3501,São José do Rio Preto - SP,105,Efetivo dos rebanhos,2021-01-01,2021-01-01,2670,Bovino
1974-01-01,8,Mesorregião Geográfica,24,Cabeças,,3502,Ribeirão Preto - SP,105,Efetivo dos rebanhos,1974-01-01,1974-01-01,2670,Bovino
1975-01-01,8,Mesorregião Geográfica,24,Cabeças,,3502,Ribeirão Preto - SP,105,Efetivo dos rebanhos,1975-01-01,1975-01-01,2670,Bovino
1976-01-01,8,Mesorregião Geográfica,24,Cabeças,,3502,Ribeirão Preto - SP,105,Efetivo dos rebanhos,1976-01-01,1976-01-01,2670,Bovino
1977-01-01,8,Mesorregião Geográfica,24,Cabeças,,3502,Ribeirão Preto - SP,105,Efetivo dos rebanhos,1977-01-01,1977-01-01,2670,Bovino
1978-01-01,8,Mesorregião Geográfica,24,Cabeças,,3502,Ribeirão Preto - SP,105,Efetivo dos rebanhos,1978-01-01,1978-01-01,2670,Bovino
1979-01-01,8,Mesorregião Geográfica,24,Cabeças,,3502,Ribeirão Preto - SP,105,Efetivo dos rebanhos,1979-01-01,1979-01-01,2670,Bovino
1980-01-01,8,Mesorregião Geográfica,24,Cabeças,,3502,Ribeirão Preto - SP,105,Efetivo dos rebanhos,1980-01-01,1980-01-01,2670,Bovino
1981-01-01,8,Mesorregião Geográfica,24,Cabeças,,3502,Ribeirão Preto - SP,105,Efetivo dos rebanhos,1981-01-01,1981-01-01,2670,Bovino
1982-01-01,8,Mesorregião Geográfica,24,Cabeças,,3502,Ribeirão Preto - SP,105,Efetivo dos rebanhos,1982-01-01,1982-01-01,2670,Bovino
1983-01-01,8,Mesorregião Geográfica,24,Cabeças,,3502,Ribeirão Preto - SP,105,Efetivo dos rebanhos,1983-01-01,1983-01-01,2670,Bovino
1984-01-01,8,Mesorregião Geográfica,24,Cabeças,,3502,Ribeirão Preto - SP,105,Efetivo dos rebanhos,1984-01-01,1984-01-01,2670,Bovino
1985-01-01,8,Mesorregião Geográfica,24,Cabeças,,3502,Ribeirão Preto - SP,105,Efetivo dos rebanhos,1985-01-01,1985-01-01,2670,Bovino
1986-01-01,8,Mesorregião Geográfica,24,Cabeças,,3502,Ribeirão Preto - SP,105,Efetivo dos rebanhos,1986-01-01,1986-01-01,2670,Bovino
1987-01-01,8,Mesorregião Geográfica,24,Cabeças,,3502,Ribeirão Preto - SP,105,Efetivo dos rebanhos,1987-01-01,1987-01-01,2670,Bovino
1988-01-01,8,Mesorregião Geográfica,24,Cabeças,,3502,Ribeirão Preto - SP,105,Efetivo dos rebanhos,1988-01-01,1988-01-01,2670,Bovino
1989-01-01,8,Mesorregião Geográfica,24,Cabeças,,3502,Ribeirão Preto - SP,105,Efetivo dos rebanhos,1989-01-01,1989-01-01,2670,Bovino
1990-01-01,8,Mesorregião Geográfica,24,Cabeças,968717.0,3502,Ribeirão Preto - SP,105,Efetivo dos rebanhos,1990-01-01,1990-01-01,2670,Bovino
1991-01-01,8,Mesorregião Geográfica,24,Cabeças,987763.0,3502,Ribeirão Preto - SP,105,Efetivo dos rebanhos,1991-01-01,1991-01-01,2670,Bovino
1992-01-01,8,Mesorregião Geográfica,24,Cabeças,981079.0,3502,Ribeirão Preto - SP,105,Efetivo dos rebanhos,1992-01-01,1992-01-01,2670,Bovino
1993-01-01,8,Mesorregião Geográfica,24,Cabeças,899673.0,3502,Ribeirão Preto - SP,105,Efetivo dos rebanhos,1993-01-01,1993-01-01,2670,Bovino
1994-01-01,8,Mesorregião Geográfica,24,Cabeças,849809.0,3502,Ribeirão Preto - SP,105,Efetivo dos rebanhos,1994-01-01,1994-01-01,2670,Bovino
1995-01-01,8,Mesorregião Geográfica,24,Cabeças,850138.0,3502,Ribeirão Preto - SP,105,Efetivo dos rebanhos,1995-01-01,1995-01-01,2670,Bovino
1996-01-01,8,Mesorregião Geográfica,24,Cabeças,815434.0,3502,Ribeirão Preto - SP,105,Efetivo dos rebanhos,1996-01-01,1996-01-01,2670,Bovino
1997-01-01,8,Mesorregião Geográfica,24,Cabeças,785408.0,3502,Ribeirão Preto - SP,105,Efetivo dos rebanhos,1997-01-01,1997-01-01,2670,Bovino
1998-01-01,8,Mesorregião Geográfica,24,Cabeças,770414.0,3502,Ribeirão Preto - SP,105,Efetivo dos rebanhos,1998-01-01,1998-01-01,2670,Bovino
1999-01-01,8,Mesorregião Geográfica,24,Cabeças,782968.0,3502,Ribeirão Preto - SP,105,Efetivo dos rebanhos,1999-01-01,1999-01-01,2670,Bovino
2000-01-01,8,Mesorregião Geográfica,24,Cabeças,757252.0,3502,Ribeirão Preto - SP,105,Efetivo dos rebanhos,2000-01-01,2000-01-01,2670,Bovino
2001-01-01,8,Mesorregião Geográfica,24,Cabeças,771775.0,3502,Ribeirão Preto - SP,105,Efetivo dos rebanhos,2001-01-01,2001-01-01,2670,Bovino
2002-01-01,8,Mesorregião Geográfica,24,Cabeças,789925.0,3502,Ribeirão Preto - SP,105,Efetivo dos rebanhos,2002-01-01,2002-01-01,2670,Bovino
2003-01-01,8,Mesorregião Geográfica,24,Cabeças,758151.0,3502,Ribeirão Preto - SP,105,Efetivo dos rebanhos,2003-01-01,2003-01-01,2670,Bovino
2004-01-01,8,Mesorregião Geográfica,24,Cabeças,758677.0,3502,Ribeirão Preto - SP,105,Efetivo dos rebanhos,2004-01-01,2004-01-01,2670,Bovino
2005-01-01,8,Mesorregião Geográfica,24,Cabeças,757848.0,3502,Ribeirão Preto - SP,105,Efetivo dos rebanhos,2005-01-01,2005-01-01,2670,Bovino
2006-01-01,8,Mesorregião Geográfica,24,Cabeças,699930.0,3502,Ribeirão Preto - SP,105,Efetivo dos rebanhos,2006-01-01,2006-01-01,2670,Bovino
2007-01-01,8,Mesorregião Geográfica,24,Cabeças,634124.0,3502,Ribeirão Preto - SP,105,Efetivo dos rebanhos,2007-01-01,2007-01-01,2670,Bovino
2008-01-01,8,Mesorregião Geográfica,24,Cabeças,578773.0,3502,Ribeirão Preto - SP,105,Efetivo dos rebanhos,2008-01-01,2008-01-01,2670,Bovino
2009-01-01,8,Mesorregião Geográfica,24,Cabeças,605850.0,3502,Ribeirão Preto - SP,105,Efetivo dos rebanhos,2009-01-01,2009-01-01,2670,Bovino
2010-01-01,8,Mesorregião Geográfica,24,Cabeças,599599.0,3502,Ribeirão Preto - SP,105,Efetivo dos rebanhos,2010-01-01,2010-01-01,2670,Bovino
2011-01-01,8,Mesorregião Geográfica,24,Cabeças,596524.0,3502,Ribeirão Preto - SP,105,Efetivo dos rebanhos,2011-01-01,2011-01-01,2670,Bovino
2012-01-01,8,Mesorregião Geográfica,24,Cabeças,555444.0,3502,Ribeirão Preto - SP,105,Efetivo dos rebanhos,2012-01-01,2012-01-01,2670,Bovino
2013-01-01,8,Mesorregião Geográfica,24,Cabeças,535386.0,3502,Ribeirão Preto - SP,105,Efetivo dos rebanhos,2013-01-01,2013-01-01,2670,Bovino
2014-01-01,8,Mesorregião Geográfica,24,Cabeças,525397.0,3502,Ribeirão Preto - SP,105,Efetivo dos rebanhos,2014-01-01,2014-01-01,2670,Bovino
2015-01-01,8,Mesorregião Geográfica,24,Cabeças,551336.0,3502,Ribeirão Preto - SP,105,Efetivo dos rebanhos,2015-01-01,2015-01-01,2670,Bovino
2016-01-01,8,Mesorregião Geográfica,24,Cabeças,572428.0,3502,Ribeirão Preto - SP,105,Efetivo dos rebanhos,2016-01-01,2016-01-01,2670,Bovino
2017-01-01,8,Mesorregião Geográfica,24,Cabeças,582009.0,3502,Ribeirão Preto - SP,105,Efetivo dos rebanhos,2017-01-01,2017-01-01,2670,Bovino
2018-01-01,8,Mesorregião Geográfica,24,Cabeças,559947.0,3502,Ribeirão Preto - SP,105,Efetivo dos rebanhos,2018-01-01,2018-01-01,2670,Bovino
2019-01-01,8,Mesorregião Geográfica,24,Cabeças,561881.0,3502,Ribeirão Preto - SP,105,Efetivo dos rebanhos,2019-01-01,2019-01-01,2670,Bovino
2020-01-01,8,Mesorregião Geográfica,24,Cabeças,551407.0,3502,Ribeirão Preto - SP,105,Efetivo dos rebanhos,2020-01-01,2020-01-01,2670,Bovino
2021-01-01,8,Mesorregião Geográfica,24,Cabeças,553151.0,3502,Ribeirão Preto - SP,105,Efetivo dos rebanhos,2021-01-01,2021-01-01,2670,Bovino
1974-01-01,8,Mesorregião Geográfica,24,Cabeças,,3503,Araçatuba - SP,105,Efetivo dos rebanhos,1974-01-01,1974-01-01,2670,Bovino
1975-01-01,8,Mesorregião Geográfica,24,Cabeças,,3503,Araçatuba - SP,105,Efetivo dos rebanhos,1975-01-01,1975-01-01,2670,Bovino
1976-01-01,8,Mesorregião Geográfica,24,Cabeças,,3503,Araçatuba - SP,105,Efetivo dos rebanhos,1976-01-01,1976-01-01,2670,Bovino
1977-01-01,8,Mesorregião Geográfica,24,Cabeças,,3503,Araçatuba - SP,105,Efetivo dos rebanhos,1977-01-01,1977-01-01,2670,Bovino
1978-01-01,8,Mesorregião Geográfica,24,Cabeças,,3503,Araçatuba - SP,105,Efetivo dos rebanhos,1978-01-01,1978-01-01,2670,Bovino
1979-01-01,8,Mesorregião Geográfica,24,Cabeças,,3503,Araçatuba - SP,105,Efetivo dos rebanhos,1979-01-01,1979-01-01,2670,Bovino
1980-01-01,8,Mesorregião Geográfica,24,Cabeças,,3503,Araçatuba - SP,105,Efetivo dos rebanhos,1980-01-01,1980-01-01,2670,Bovino
1981-01-01,8,Mesorregião Geográfica,24,Cabeças,,3503,Araçatuba - SP,105,Efetivo dos rebanhos,1981-01-01,1981-01-01,2670,Bovino
1982-01-01,8,Mesorregião Geográfica,24,Cabeças,,3503,Araçatuba - SP,105,Efetivo dos rebanhos,1982-01-01,1982-01-01,2670,Bovino
1983-01-01,8,Mesorregião Geográfica,24,Cabeças,,3503,Araçatuba - SP,105,Efetivo dos rebanhos,1983-01-01,1983-01-01,2670,Bovino
1984-01-01,8,Mesorregião Geográfica,24,Cabeças,,3503,Araçatuba - SP,105,Efetivo dos rebanhos,1984-01-01,1984-01-01,2670,Bovino
1985-01-01,8,Mesorregião Geográfica,24,Cabeças,,3503,Araçatuba - SP,105,Efetivo dos rebanhos,1985-01-01,1985-01-01,2670,Bovino
1986-01-01,8,Mesorregião Geográfica,24,Cabeças,,3503,Araçatuba - SP,105,Efetivo dos rebanhos,1986-01-01,1986-01-01,2670,Bovino
1987-01-01,8,Mesorregião Geográfica,24,Cabeças,,3503,Araçatuba - SP,105,Efetivo dos rebanhos,1987-01-01,1987-01-01,2670,Bovino
1988-01-01,8,Mesorregião Geográfica,24,Cabeças,,3503,Araçatuba - SP,105,Efetivo dos rebanhos,1988-01-01,1988-01-01,2670,Bovino
1989-01-01,8,Mesorregião Geográfica,24,Cabeças,,3503,Araçatuba - SP,105,Efetivo dos rebanhos,1989-01-01,1989-01-01,2670,Bovino
1990-01-01,8,Mesorregião Geográfica,24,Cabeças,1368145.0,3503,Araçatuba - SP,105,Efetivo dos rebanhos,1990-01-01,1990-01-01,2670,Bovino
1991-01-01,8,Mesorregião Geográfica,24,Cabeças,1389426.0,3503,Araçatuba - SP,105,Efetivo dos rebanhos,1991-01-01,1991-01-01,2670,Bovino
1992-01-01,8,Mesorregião Geográfica,24,Cabeças,1439973.0,3503,Araçatuba - SP,105,Efetivo dos rebanhos,1992-01-01,1992-01-01,2670,Bovino
1993-01-01,8,Mesorregião Geográfica,24,Cabeças,1466490.0,3503,Araçatuba - SP,105,Efetivo dos rebanhos,1993-01-01,1993-01-01,2670,Bovino
1994-01-01,8,Mesorregião Geográfica,24,Cabeças,1528597.0,3503,Araçatuba - SP,105,Efetivo dos rebanhos,1994-01-01,1994-01-01,2670,Bovino
1995-01-01,8,Mesorregião Geográfica,24,Cabeças,1581246.0,3503,Araçatuba - SP,105,Efetivo dos rebanhos,1995-01-01,1995-01-01,2670,Bovino
1996-01-01,8,Mesorregião Geográfica,24,Cabeças,1585082.0,3503,Araçatuba - SP,105,Efetivo dos rebanhos,1996-01-01,1996-01-01,2670,Bovino
1997-01-01,8,Mesorregião Geográfica,24,Cabeças,1528108.0,3503,Araçatuba - SP,105,Efetivo dos rebanhos,1997-01-01,1997-01-01,2670,Bovino
1998-01-01,8,Mesorregião Geográfica,24,Cabeças,1536876.0,3503,Araçatuba - SP,105,Efetivo dos rebanhos,1998-01-01,1998-01-01,2670,Bovino
1999-01-01,8,Mesorregião Geográfica,24,Cabeças,1597437.0,3503,Araçatuba - SP,105,Efetivo dos rebanhos,1999-01-01,1999-01-01,2670,Bovino
2000-01-01,8,Mesorregião Geográfica,24,Cabeças,1627022.0,3503,Araçatuba - SP,105,Efetivo dos rebanhos,2000-01-01,2000-01-01,2670,Bovino
2001-01-01,8,Mesorregião Geográfica,24,Cabeças,1657969.0,3503,Araçatuba - SP,105,Efetivo dos rebanhos,2001-01-01,2001-01-01,2670,Bovino
2002-01-01,8,Mesorregião Geográfica,24,Cabeças,1664258.0,3503,Araçatuba - SP,105,Efetivo dos rebanhos,2002-01-01,2002-01-01,2670,Bovino
2003-01-01,8,Mesorregião Geográfica,24,Cabeças,1671713.0,3503,Araçatuba - SP,105,Efetivo dos rebanhos,2003-01-01,2003-01-01,2670,Bovino
2004-01-01,8,Mesorregião Geográfica,24,Cabeças,1598773.0,3503,Araçatuba - SP,105,Efetivo dos rebanhos,2004-01-01,2004-01-01,2670,Bovino
2005-01-01,8,Mesorregião Geográfica,24,Cabeças,1549436.0,3503,Araçatuba - SP,105,Efetivo dos rebanhos,2005-01-01,2005-01-01,2670,Bovino
2006-01-01,8,Mesorregião Geográfica,24,Cabeças,1436171.0,3503,Araçatuba - SP,105,Efetivo dos rebanhos,2006-01-01,2006-01-01,2670,Bovino
2007-01-01,8,Mesorregião Geográfica,24,Cabeças,1233614.0,3503,Araçatuba - SP,105,Efetivo dos rebanhos,2007-01-01,2007-01-01,2670,Bovino
2008-01-01,8,Mesorregião Geográfica,24,Cabeças,1176663.0,3503,Araçatuba - SP,105,Efetivo dos rebanhos,2008-01-01,2008-01-01,2670,Bovino
2009-01-01,8,Mesorregião Geográfica,24,Cabeças,1128118.0,3503,Araçatuba - SP,105,Efetivo dos rebanhos,2009-01-01,2009-01-01,2670,Bovino
2010-01-01,8,Mesorregião Geográfica,24,Cabeças,1157610.0,3503,Araçatuba - SP,105,Efetivo dos rebanhos,2010-01-01,2010-01-01,2670,Bovino
2011-01-01,8,Mesorregião Geográfica,24,Cabeças,1123134.0,3503,Araçatuba - SP,105,Efetivo dos rebanhos,2011-01-01,2011-01-01,2670,Bovino
2012-01-01,8,Mesorregião Geográfica,24,Cabeças,1040974.0,3503,Araçatuba - SP,105,Efetivo dos rebanhos,2012-01-01,2012-01-01,2670,Bovino
2013-01-01,8,Mesorregião Geográfica,24,Cabeças,971442.0,3503,Araçatuba - SP,105,Efetivo dos rebanhos,2013-01-01,2013-01-01,2670,Bovino
2014-01-01,8,Mesorregião Geográfica,24,Cabeças,927734.0,3503,Araçatuba - SP,105,Efetivo dos rebanhos,2014-01-01,2014-01-01,2670,Bovino
2015-01-01,8,Mesorregião Geográfica,24,Cabeças,986523.0,3503,Araçatuba - SP,105,Efetivo dos rebanhos,2015-01-01,2015-01-01,2670,Bovino
2016-01-01,8,Mesorregião Geográfica,24,Cabeças,1064570.0,3503,Araçatuba - SP,105,Efetivo dos rebanhos,2016-01-01,2016-01-01,2670,Bovino
2017-01-01,8,Mesorregião Geográfica,24,Cabeças,1062797.0,3503,Araçatuba - SP,105,Efetivo dos rebanhos,2017-01-01,2017-01-01,2670,Bovino
2018-01-01,8,Mesorregião Geográfica,24,Cabeças,1000366.0,3503,Araçatuba - SP,105,Efetivo dos rebanhos,2018-01-01,2018-01-01,2670,Bovino
2019-01-01,8,Mesorregião Geográfica,24,Cabeças,976460.0,3503,Araçatuba - SP,105,Efetivo dos rebanhos,2019-01-01,2019-01-01,2670,Bovino
2020-01-01,8,Mesorregião Geográfica,24,Cabeças,1004189.0,3503,Araçatuba - SP,105,Efetivo dos rebanhos,2020-01-01,2020-01-01,2670,Bovino
2021-01-01,8,Mesorregião Geográfica,24,Cabeças,1033997.0,3503,Araçatuba - SP,105,Efetivo dos rebanhos,2021-01-01,2021-01-01,2670,Bovino
1974-01-01,8,Mesorregião Geográfica,24,Cabeças,,3504,Bauru - SP,105,Efetivo dos rebanhos,1974-01-01,1974-01-01,2670,Bovino
1975-01-01,8,Mesorregião Geográfica,24,Cabeças,,3504,Bauru - SP,105,Efetivo dos rebanhos,1975-01-01,1975-01-01,2670,Bovino
1976-01-01,8,Mesorregião Geográfica,24,Cabeças,,3504,Bauru - SP,105,Efetivo dos rebanhos,1976-01-01,1976-01-01,2670,Bovino
1977-01-01,8,Mesorregião Geográfica,24,Cabeças,,3504,Bauru - SP,105,Efetivo dos rebanhos,1977-01-01,1977-01-01,2670,Bovino
1978-01-01,8,Mesorregião Geográfica,24,Cabeças,,3504,Bauru - SP,105,Efetivo dos rebanhos,1978-01-01,1978-01-01,2670,Bovino
1979-01-01,8,Mesorregião Geográfica,24,Cabeças,,3504,Bauru - SP,105,Efetivo dos rebanhos,1979-01-01,1979-01-01,2670,Bovino
1980-01-01,8,Mesorregião Geográfica,24,Cabeças,,3504,Bauru - SP,105,Efetivo dos rebanhos,1980-01-01,1980-01-01,2670,Bovino
1981-01-01,8,Mesorregião Geográfica,24,Cabeças,,3504,Bauru - SP,105,Efetivo dos rebanhos,1981-01-01,1981-01-01,2670,Bovino
1982-01-01,8,Mesorregião Geográfica,24,Cabeças,,3504,Bauru - SP,105,Efetivo dos rebanhos,1982-01-01,1982-01-01,2670,Bovino
1983-01-01,8,Mesorregião Geográfica,24,Cabeças,,3504,Bauru - SP,105,Efetivo dos rebanhos,1983-01-01,1983-01-01,2670,Bovino
1984-01-01,8,Mesorregião Geográfica,24,Cabeças,,3504,Bauru - SP,105,Efetivo dos rebanhos,1984-01-01,1984-01-01,2670,Bovino
1985-01-01,8,Mesorregião Geográfica,24,Cabeças,,3504,Bauru - SP,105,Efetivo dos rebanhos,1985-01-01,1985-01-01,2670,Bovino
1986-01-01,8,Mesorregião Geográfica,24,Cabeças,,3504,Bauru - SP,105,Efetivo dos rebanhos,1986-01-01,1986-01-01,2670,Bovino
1987-01-01,8,Mesorregião Geográfica,24,Cabeças,,3504,Bauru - SP,105,Efetivo dos rebanhos,1987-01-01,1987-01-01,2670,Bovino
1988-01-01,8,Mesorregião Geográfica,24,Cabeças,,3504,Bauru - SP,105,Efetivo dos rebanhos,1988-01-01,1988-01-01,2670,Bovino
1989-01-01,8,Mesorregião Geográfica,24,Cabeças,,3504,Bauru - SP,105,Efetivo dos rebanhos,1989-01-01,1989-01-01,2670,Bovino
1990-01-01,8,Mesorregião Geográfica,24,Cabeças,1502228.0,3504,Bauru - SP,105,Efetivo dos rebanhos,1990-01-01,1990-01-01,2670,Bovino
1991-01-01,8,Mesorregião Geográfica,24,Cabeças,1471523.0,3504,Bauru - SP,105,Efetivo dos rebanhos,1991-01-01,1991-01-01,2670,Bovino
1992-01-01,8,Mesorregião Geográfica,24,Cabeças,1423978.0,3504,Bauru - SP,105,Efetivo dos rebanhos,1992-01-01,1992-01-01,2670,Bovino
1993-01-01,8,Mesorregião Geográfica,24,Cabeças,1428602.0,3504,Bauru - SP,105,Efetivo dos rebanhos,1993-01-01,1993-01-01,2670,Bovino
1994-01-01,8,Mesorregião Geográfica,24,Cabeças,1489858.0,3504,Bauru - SP,105,Efetivo dos rebanhos,1994-01-01,1994-01-01,2670,Bovino
1995-01-01,8,Mesorregião Geográfica,24,Cabeças,1508687.0,3504,Bauru - SP,105,Efetivo dos rebanhos,1995-01-01,1995-01-01,2670,Bovino
1996-01-01,8,Mesorregião Geográfica,24,Cabeças,1479498.0,3504,Bauru - SP,105,Efetivo dos rebanhos,1996-01-01,1996-01-01,2670,Bovino
1997-01-01,8,Mesorregião Geográfica,24,Cabeças,1480931.0,3504,Bauru - SP,105,Efetivo dos rebanhos,1997-01-01,1997-01-01,2670,Bovino
1998-01-01,8,Mesorregião Geográfica,24,Cabeças,1514621.0,3504,Bauru - SP,105,Efetivo dos rebanhos,1998-01-01,1998-01-01,2670,Bovino
1999-01-01,8,Mesorregião Geográfica,24,Cabeças,1561819.0,3504,Bauru - SP,105,Efetivo dos rebanhos,1999-01-01,1999-01-01,2670,Bovino
2000-01-01,8,Mesorregião Geográfica,24,Cabeças,1585688.0,3504,Bauru - SP,105,Efetivo dos rebanhos,2000-01-01,2000-01-01,2670,Bovino
2001-01-01,8,Mesorregião Geográfica,24,Cabeças,1593139.0,3504,Bauru - SP,105,Efetivo dos rebanhos,2001-01-01,2001-01-01,2670,Bovino
2002-01-01,8,Mesorregião Geográfica,24,Cabeças,1682069.0,3504,Bauru - SP,105,Efetivo dos rebanhos,2002-01-01,2002-01-01,2670,Bovino
2003-01-01,8,Mesorregião Geográfica,24,Cabeças,1745417.0,3504,Bauru - SP,105,Efetivo dos rebanhos,2003-01-01,2003-01-01,2670,Bovino
2004-01-01,8,Mesorregião Geográfica,24,Cabeças,1767809.0,3504,Bauru - SP,105,Efetivo dos rebanhos,2004-01-01,2004-01-01,2670,Bovino
2005-01-01,8,Mesorregião Geográfica,24,Cabeças,1688211.0,3504,Bauru - SP,105,Efetivo dos rebanhos,2005-01-01,2005-01-01,2670,Bovino
2006-01-01,8,Mesorregião Geográfica,24,Cabeças,1604109.0,3504,Bauru - SP,105,Efetivo dos rebanhos,2006-01-01,2006-01-01,2670,Bovino
2007-01-01,8,Mesorregião Geográfica,24,Cabeças,1512492.0,3504,Bauru - SP,105,Efetivo dos rebanhos,2007-01-01,2007-01-01,2670,Bovino
2008-01-01,8,Mesorregião Geográfica,24,Cabeças,1348959.0,3504,Bauru - SP,105,Efetivo dos rebanhos,2008-01-01,2008-01-01,2670,Bovino
2009-01-01,8,Mesorregião Geográfica,24,Cabeças,1333779.0,3504,Bauru - SP,105,Efetivo dos rebanhos,2009-01-01,2009-01-01,2670,Bovino
2010-01-01,8,Mesorregião Geográfica,24,Cabeças,1322582.0,3504,Bauru - SP,105,Efetivo dos rebanhos,2010-01-01,2010-01-01,2670,Bovino
2011-01-01,8,Mesorregião Geográfica,24,Cabeças,1253984.0,3504,Bauru - SP,105,Efetivo dos rebanhos,2011-01-01,2011-01-01,2670,Bovino
2012-01-01,8,Mesorregião Geográfica,24,Cabeças,1217389.0,3504,Bauru - SP,105,Efetivo dos rebanhos,2012-01-01,2012-01-01,2670,Bovino
2013-01-01,8,Mesorregião Geográfica,24,Cabeças,1152861.0,3504,Bauru - SP,105,Efetivo dos rebanhos,2013-01-01,2013-01-01,2670,Bovino
2014-01-01,8,Mesorregião Geográfica,24,Cabeças,1111712.0,3504,Bauru - SP,105,Efetivo dos rebanhos,2014-01-01,2014-01-01,2670,Bovino
2015-01-01,8,Mesorregião Geográfica,24,Cabeças,1158336.0,3504,Bauru - SP,105,Efetivo dos rebanhos,2015-01-01,2015-01-01,2670,Bovino
2016-01-01,8,Mesorregião Geográfica,24,Cabeças,1231599.0,3504,Bauru - SP,105,Efetivo dos rebanhos,2016-01-01,2016-01-01,2670,Bovino
2017-01-01,8,Mesorregião Geográfica,24,Cabeças,1245816.0,3504,Bauru - SP,105,Efetivo dos rebanhos,2017-01-01,2017-01-01,2670,Bovino
2018-01-01,8,Mesorregião Geográfica,24,Cabeças,1201653.0,3504,Bauru - SP,105,Efetivo dos rebanhos,2018-01-01,2018-01-01,2670,Bovino
2019-01-01,8,Mesorregião Geográfica,24,Cabeças,1167001.0,3504,Bauru - SP,105,Efetivo dos rebanhos,2019-01-01,2019-01-01,2670,Bovino
2020-01-01,8,Mesorregião Geográfica,24,Cabeças,1147276.0,3504,Bauru - SP,105,Efetivo dos rebanhos,2020-01-01,2020-01-01,2670,Bovino
2021-01-01,8,Mesorregião Geográfica,24,Cabeças,1148463.0,3504,Bauru - SP,105,Efetivo dos rebanhos,2021-01-01,2021-01-01,2670,Bovino
1974-01-01,8,Mesorregião Geográfica,24,Cabeças,,3505,Araraquara - SP,105,Efetivo dos rebanhos,1974-01-01,1974-01-01,2670,Bovino
